date,trend,open,close,high,low,volume,onedaychgnet,twochgnet,twohmovavg,fiftydaymovavg,onehmovavg,twentydmovavg,thirtydaymovavg,tendaymoveavg,fivedaymovavg,sixtydaymovavg,fortydaymovavg,onehtwentymovavg,volatilitytenday,twohvolatility,bac,bmo,rbc,td,sptsx,spx,sh,nikkei,hs,oil,brasil,usdcad,usdcny,usdjpy
2/18/2006,1,47.2,47.16,47.2,46.99,1564777,-0.01,0.06,42.9917,46.3538,45.0563,46.703,46.4737,46.969,47.014,46.2965,46.5107,44.4977,8.652,12.591,44.66,67.95,46.55,31.925,11758.04,1287.24,1267.408,15713.45,15475.69,59.88,38421.83,1.1504,8.0483,118.06
2/19/2006,0,47.2,47.16,47.2,46.99,1564777,-0.01,0.06,42.9917,46.3538,45.0563,46.703,46.4737,46.969,47.014,46.2965,46.5107,44.4977,8.652,12.591,44.66,67.95,46.55,31.925,11758.04,1287.24,1267.408,15713.45,15475.69,59.88,38421.83,1.1504,8.0483,118.06
2/20/2006,0,47.08,47.2,47.35,47.04,878400,0.04,0.03,43.0264,46.3676,45.0895,46.7595,46.512,46.987,47.07,46.3123,46.5212,44.5485,8.593,12.544,44.66,67.68,46.485,31.9,11865.76,1287.24,1267.542,15437.93,15598.67,59.88,38539.18,1.1479,8.0475,118.26
2/21/2006,0,47.16,46.91,47.23,46.88,1532965,-0.29,-0.25,43.0615,46.3858,45.1236,46.7955,46.543,46.966,47.108,46.3092,46.533,44.5976,7.142,12.569,44.55,67.74,46.75,31.92,11826.44,1283.03,1288.419,15894.94,15627.24,61.1,38165.97,1.1467,8.0465,118.71
2/22/2006,0,46.9,47.49,47.49,46.81,2455399,0.58,0.29,43.0991,46.4176,45.1637,46.8465,46.5857,47.051,47.186,46.3173,46.5592,44.6525,9.186,12.637,45.08,68.64,47.1,32.225,11800.2,1292.67,1284.226,15781.78,15635.72,61.01,38246.4,1.1486,8.0475,118.54
2/23/2006,0,47.5,47.85,48.2,47.5,3054317,0.36,0.94,43.1383,46.4616,45.2081,46.907,46.644,47.144,47.322,46.33,46.5845,44.7104,9.709,12.66,45.37,69.28,47.55,32.425,11738.55,1287.79,1288.847,16096.1,15812.53,60.54,38405.48,1.1529,8.048,117.14
2/24/2006,0,48.04,47.95,48.18,47.68,1944082,0.1,0.46,43.1779,46.5146,45.2467,46.9745,46.7173,47.247,47.48,46.3613,46.618,44.7704,9.621,12.64,45.72,69.02,46.995,32.62,11810.55,1289.43,1296.866,16101.91,15856.05,62.91,38610.39,1.1484,8.0424,116.9
2/25/2006,0,48.04,47.95,48.18,47.68,1944082,0.1,0.46,43.1779,46.5146,45.2467,46.9745,46.7173,47.247,47.48,46.3613,46.618,44.7704,9.621,12.64,45.72,69.02,46.995,32.62,11810.55,1289.43,1296.866,16101.91,15856.05,62.91,38610.39,1.1484,8.0424,116.9
2/26/2006,0,48.04,47.95,48.18,47.68,1944082,0.1,0.46,43.1779,46.5146,45.2467,46.9745,46.7173,47.247,47.48,46.3613,46.618,44.7704,9.621,12.64,45.72,69.02,46.995,32.62,11810.55,1289.43,1296.866,16101.91,15856.05,62.91,38610.39,1.1484,8.0424,116.9
2/27/2006,0,48,48.59,48.67,47.97,2796910,0.64,0.74,43.2217,46.5844,45.3,47.0845,46.7957,47.414,47.758,46.4268,46.6792,44.8332,10.256,12.717,45.98,69.63,47.21,32.875,11706.47,1294.12,1297.186,16192.95,15949.89,61,38610.39,1.1408,8.0407,116.12
2/28/2006,0,48.65,47.7,48.65,47.55,3725832,-0.89,-0.25,43.2612,46.6406,45.347,47.157,46.8533,47.512,47.916,46.4718,46.703,44.8882,15.645,12.83,45.85,68.97,47.48,32.7,11688.34,1280.66,1299.03,16205.43,15918.48,61.41,38610.39,1.1369,8.0402,115.77
03/01/2006,0,48.19,47.55,48.29,47.51,3023488,-0.15,-1.04,43.3023,46.6766,45.3967,47.2165,46.91,47.557,47.928,46.5102,46.7187,44.9428,15.834,12.822,45.6,68.25,47.53,32.55,11794.58,1291.24,1306.586,15964.46,15818.09,61.97,39177.87,1.135,8.0369,116.1
03/02/2006,0,47.79,47.74,47.95,47.55,2463108,0.19,0.04,43.343,46.7132,45.4506,47.278,46.968,47.614,47.906,46.547,46.741,44.9944,15.9,12.826,45.15,66.88,47.45,32.65,11906.91,1289.14,1285.666,15909.76,15882.45,63.36,39125.84,1.1316,8.0366,115.88
03/03/2006,0,47.7,47.25,47.7,47.08,3024993,-0.49,-0.3,43.3807,46.7332,45.5026,47.296,47.0097,47.623,47.766,46.5653,46.761,45.0394,17.103,12.886,45.19,66.1,48.985,32.87,11978.68,1287.23,1293.297,15663.34,15802,63.67,39239.75,1.1344,8.0367,116.38
03/04/2006,0,47.7,47.25,47.7,47.08,3024993,-0.49,-0.3,43.3807,46.7332,45.5026,47.296,47.0097,47.623,47.766,46.5653,46.761,45.0394,17.103,12.886,45.19,66.1,48.985,32.87,11978.68,1287.23,1293.297,15663.34,15802,63.67,39239.75,1.1344,8.0367,116.38
03/05/2006,0,47.7,47.25,47.7,47.08,3024993,-0.49,-0.3,43.3807,46.7332,45.5026,47.296,47.0097,47.623,47.766,46.5653,46.761,45.0394,17.103,12.886,45.19,66.1,48.985,32.87,11978.68,1287.23,1293.297,15663.34,15802,63.67,39239.75,1.1344,8.0367,116.38
03/06/2006,0,47.38,46.6,47.39,46.5,2552541,-0.65,-1.14,43.4145,46.7296,45.549,47.275,47.0273,47.563,47.368,46.5668,46.7747,45.0782,18.466,12.993,45.21,65.82,49.145,32.85,11883.31,1278.26,1288.955,15901.16,15811.83,62.41,38353.98,1.139,8.0365,117.58
03/07/2006,0,46.5,46.57,46.9,46.3,2134644,-0.03,-0.68,43.4476,46.7322,45.5925,47.2475,47.04,47.529,47.142,46.5763,46.7895,45.1157,16.728,12.983,45.62,65.37,49.4,32.68,11816.46,1275.88,1259.916,15726.02,15602.36,61.58,37422.58,1.1502,8.0424,117.87
03/08/2006,0,46.4,46.59,46.73,46.35,1586654,0.02,-0.01,43.4816,46.7352,45.6379,47.245,47.044,47.439,46.95,46.5878,46.799,45.1514,15.794,12.966,45.71,65.57,49.4,32.7,11737.07,1278.47,1250.384,15627.49,15493.09,60.02,37289.08,1.1562,8.0481,117.86
03/09/2006,0,46.89,47.21,47.28,46.65,2008632,0.62,0.64,43.5174,46.7426,45.6894,47.2595,47.063,47.375,46.844,46.6138,46.8267,45.1933,17.939,13.009,45.55,66.2,49.48,32.86,11765.33,1272.23,1245.166,16036.91,15510.13,60.47,36312.27,1.16,8.049,118.21
03/10/2006,0,47.3,47.67,47.8,47.25,2163243,0.46,1.08,43.557,46.7638,45.7479,47.297,47.0987,47.347,46.928,46.6533,46.8747,45.2386,17.052,13.022,45.95,66.14,49.45,33.1,11833.61,1281.58,1245.653,16115.63,15445.05,59.96,36890.69,1.1605,8.0505,119.01
03/11/2006,0,47.3,47.67,47.8,47.25,2163243,0.46,1.08,43.557,46.7638,45.7479,47.297,47.0987,47.347,46.928,46.6533,46.8747,45.2386,17.052,13.022,45.95,66.14,49.45,33.1,11833.61,1281.58,1245.653,16115.63,15445.05,59.96,36890.69,1.1605,8.0505,119.01
03/12/2006,0,47.3,47.67,47.8,47.25,2163243,0.46,1.08,43.557,46.7638,45.7479,47.297,47.0987,47.347,46.928,46.6533,46.8747,45.2386,17.052,13.022,45.95,66.14,49.45,33.1,11833.61,1281.58,1245.653,16115.63,15445.05,59.96,36890.69,1.1605,8.0505,119.01
3/13/2006,0,47.68,47.75,48.04,47.51,1273233,0.08,0.54,43.5982,46.796,45.8014,47.3385,47.144,47.263,47.158,46.6975,46.9125,45.2848,13.92,13.022,45.94,66.03,49.55,33.12,11906.65,1284.13,1259.674,16361.51,15542.07,61.77,36792.98,1.1578,8.0505,118.73
3/14/2006,0,47.75,48.11,48.19,47.51,2426512,0.36,0.44,43.641,46.8232,45.8605,47.408,47.206,47.304,47.466,46.7512,46.966,45.3328,14.282,13.04,46.26,66.1,49.45,32.825,11973.25,1297.48,1259.044,16238.36,15519.76,63.1,37541.49,1.1574,8.0473,117.61
3/15/2006,0,47.99,47.92,48.14,47.81,1461825,-0.19,0.17,43.6822,46.8432,45.9157,47.449,47.258,47.341,47.732,46.7873,47.0177,45.3792,14.434,13.052,46.4,65.88,49.38,32.7,12055.63,1303.02,1274.812,16319.04,15720.36,62.17,38243.99,1.1546,8.0377,117.38
3/16/2006,0,48.08,47.75,48.14,47.6,2290886,-0.17,-0.36,43.7222,46.8612,45.9692,47.478,47.2993,47.342,47.84,46.818,47.0615,45.4229,13.204,13.054,46.76,66.25,49.625,32.625,12085.65,1305.33,1274.19,16096.21,15729.04,63.58,38156.64,1.1524,8.039,116.82
3/17/2006,0,47.9,47.18,47.9,47.18,6619979,-0.57,-0.74,43.7599,46.8758,46.0201,47.479,47.309,47.335,47.742,46.8335,47.091,45.4601,12.543,13.095,46.9,66.14,49.375,32.41,12000.73,1307.25,1269.462,16339.73,15801.66,62.77,38049.17,1.1586,8.0316,115.92
3/18/2006,0,47.9,47.18,47.9,47.18,6619979,-0.57,-0.74,43.7599,46.8758,46.0201,47.479,47.309,47.335,47.742,46.8335,47.091,45.4601,12.543,13.095,46.9,66.14,49.375,32.41,12000.73,1307.25,1269.462,16339.73,15801.66,62.77,38049.17,1.1586,8.0316,115.92
3/19/2006,0,47.9,47.18,47.9,47.18,6619979,-0.57,-0.74,43.7599,46.8758,46.0201,47.479,47.309,47.335,47.742,46.8335,47.091,45.4601,12.543,13.095,46.9,66.14,49.375,32.41,12000.73,1307.25,1269.462,16339.73,15801.66,62.77,38049.17,1.1586,8.0316,115.92
3/20/2006,0,47.35,47.42,47.68,47.27,1525946,0.24,-0.33,43.8005,46.9032,46.0746,47.49,47.3223,47.417,47.676,46.8442,47.1247,45.4896,12.621,13.086,46.9,66.09,49.56,32.6,11929.32,1305.08,1288.418,16624.8,15929.95,60.42,38203.53,1.161,8.0241,116.39
3/21/2006,0,47.52,47.73,47.78,47.34,1368002,0.31,0.55,43.8413,46.9382,46.1311,47.531,47.3427,47.533,47.6,46.8657,47.1632,45.5248,12.796,13.1,46.57,66.25,49.615,32.735,11947.61,1297.23,1290.395,16624.8,15922.75,60.57,37398.01,1.1645,8.0277,117.27
3/22/2006,0,47.45,47.5,47.6,47.27,1849308,-0.23,0.08,43.8811,46.964,46.1827,47.5315,47.3713,47.624,47.516,46.8833,47.189,45.5583,11.587,13.089,46.99,65.99,49.75,32.55,11970.65,1305.04,1296.706,16495.48,15642.81,61.77,37850.59,1.1666,8.0282,117.02
3/23/2006,0,47.35,47.11,47.49,47.01,2294857,-0.39,-0.62,43.9173,46.9842,46.2239,47.4945,47.3777,47.614,47.388,46.8878,47.2007,45.5892,11.05,13.129,46.7,65.99,50.55,32.6,12017.91,1301.67,1302.457,16489.37,15771.17,63.91,37473.85,1.1648,8.0277,117.86
3/24/2006,0,47.11,47.4,47.47,47.01,1542695,0.29,-0.1,43.9545,47.0172,46.2648,47.467,47.3937,47.587,47.432,46.901,47.2207,45.6168,11.684,13.143,46.9,66.1,51,32.92,12111.14,1302.95,1294.704,16560.87,15716.46,64.26,37577.05,1.1676,8.03,117.46
3/25/2006,0,47.11,47.4,47.47,47.01,1542695,0.29,-0.1,43.9545,47.0172,46.2648,47.467,47.3937,47.587,47.432,46.901,47.2207,45.6168,11.684,13.143,46.9,66.1,51,32.92,12111.14,1302.95,1294.704,16560.87,15716.46,64.26,37577.05,1.1676,8.03,117.46
3/26/2006,0,47.11,47.4,47.47,47.01,1542695,0.29,-0.1,43.9545,47.0172,46.2648,47.467,47.3937,47.587,47.432,46.901,47.2207,45.6168,11.684,13.143,46.9,66.1,51,32.92,12111.14,1302.95,1294.704,16560.87,15716.46,64.26,37577.05,1.1676,8.03,117.46
3/27/2006,0,47.26,47.4,47.51,47.1,2229947,0,0.29,43.9916,47.0404,46.3055,47.4075,47.4097,47.552,47.428,46.922,47.246,45.6513,10.591,13.14,46.82,65.7,50.15,32.7,12078.52,1301.61,1295.915,16650.1,15815.87,64.16,37641.06,1.1688,8.0214,116.74
3/28/2006,0,47.42,47.41,47.52,47.25,3182535,0.01,0.01,44.0291,47.0692,46.3471,47.393,47.4327,47.482,47.364,46.933,47.275,45.688,10.533,13.139,46.06,65.65,50.11,32.64,12048.79,1293.23,1298.791,16690.24,15856.58,66.07,36682.21,1.1709,8.0206,117.95
3/29/2006,0,47.5,47.75,47.75,47.41,1941486,0.34,0.35,44.0684,47.1072,46.3896,47.403,47.4543,47.465,47.414,46.9468,47.3097,45.7311,11.294,13.148,45.97,65.98,50.15,32.84,12190.58,1302.89,1305.567,16938.41,15745.11,66.45,37491.57,1.1721,8.0259,117.82
3/30/2006,0,47.8,47.86,47.92,47.65,2011438,0.11,0.45,44.1089,47.1444,46.4312,47.409,47.4773,47.476,47.564,46.9637,47.3435,45.777,8.661,13.149,45.61,66.11,49.84,32.88,12206.95,1300.25,1294.718,17045.34,15880.69,67.15,37776.76,1.1597,8.0268,117.33
3/31/2006,0,47.31,46.82,47.48,46.72,4308215,-1.04,-0.93,44.144,47.1608,46.4655,47.3875,47.466,47.44,47.448,46.9698,47.3417,45.8168,15.002,13.397,45.54,66.35,49.23,32.535,12110.61,1294.83,1298.295,17059.66,15805.04,66.63,37951.97,1.1686,8.0172,117.78
04/01/2006,0,47.31,46.82,47.48,46.72,4308215,-1.04,-0.93,44.144,47.1608,46.4655,47.3875,47.466,47.44,47.448,46.9698,47.3417,45.8168,15.002,13.397,45.54,66.35,49.23,32.535,12110.61,1294.83,1298.295,17059.66,15805.04,66.63,37951.97,1.1686,8.0172,117.78
04/02/2006,0,47.31,46.82,47.48,46.72,4308215,-1.04,-0.93,44.144,47.1608,46.4655,47.3875,47.466,47.44,47.448,46.9698,47.3417,45.8168,15.002,13.397,45.54,66.35,49.23,32.535,12110.61,1294.83,1298.295,17059.66,15805.04,66.63,37951.97,1.1686,8.0172,117.78
04/03/2006,0,47.1,46.8,47.19,46.57,2717519,-0.02,-1.06,44.178,47.1754,46.4947,47.3975,47.4527,47.378,47.328,46.9823,47.3362,45.8571,14.254,13.397,45.68,66.5,49.37,32.425,12210.86,1297.81,1319.471,17333.31,16063.75,66.74,38717.07,1.171,8.0199,117.69
04/04/2006,0,46.85,46.53,46.85,46.3,1562502,-0.27,-0.29,44.2102,47.1822,46.5218,47.3955,47.44,47.258,47.152,46.9915,47.3215,45.893,14.321,13.416,46.29,66.02,48.82,32.325,12174.1,1305.93,1329.798,17292.91,16100.09,66.23,38802.26,1.1632,8.0168,117.54
04/05/2006,0,46.3,46.56,46.63,46.16,1068986,0.03,-0.24,44.2419,47.184,46.5455,47.394,47.409,47.164,46.914,46.9973,47.3195,45.9306,13.912,13.413,46.55,65.75,48.62,32.25,12299.12,1311.56,1340.162,17243.98,16100.09,67.07,39053.2,1.1621,8.0087,117.42
04/06/2006,0,46.35,46.55,46.59,46.2,1781396,-0.01,0.02,44.273,47.1822,46.5687,47.361,47.3657,47.108,46.652,47.0048,47.3102,45.968,13.208,13.36,46.2,66.22,48.5,32.11,12342.02,1309.04,1339.737,17489.33,16411.13,67.94,39285.04,1.1529,8.008,117.75
04/07/2006,0,46.34,46.44,46.49,46.18,1044627,-0.11,-0.12,44.3012,47.179,46.5944,47.2995,47.3153,47.012,46.576,47.0163,47.2982,46.0065,13.152,13.36,45.74,65.94,48.93,32.285,12241.21,1295.5,1342.965,17563.37,16471.78,67.39,38926.49,1.1494,8.0111,118.3
04/08/2006,0,46.34,46.44,46.49,46.18,1044627,-0.11,-0.12,44.3012,47.179,46.5944,47.2995,47.3153,47.012,46.576,47.0163,47.2982,46.0065,13.152,13.36,45.74,65.94,48.93,32.285,12241.21,1295.5,1342.965,17563.37,16471.78,67.39,38926.49,1.1494,8.0111,118.3
04/09/2006,0,46.34,46.44,46.49,46.18,1044627,-0.11,-0.12,44.3012,47.179,46.5944,47.2995,47.3153,47.012,46.576,47.0163,47.2982,46.0065,13.152,13.36,45.74,65.94,48.93,32.285,12241.21,1295.5,1342.965,17563.37,16471.78,67.39,38926.49,1.1494,8.0111,118.3
04/10/2006,0,46.44,46.08,46.44,46.05,1441443,-0.36,-0.47,44.3281,47.1728,46.6129,47.216,47.2317,46.88,46.432,47.0137,47.2772,46.0372,13.362,13.342,45.68,65.44,48.64,32.15,12289.7,1296.6,1359.081,17456.58,16521.59,68.74,38474.73,1.1483,8.0064,118.35
04/11/2006,0,46.08,45.9,46.15,45.26,2627486,-0.18,-0.54,44.3519,47.1658,46.6245,47.1055,47.1717,46.729,46.306,47.0125,47.2567,46.068,11.823,13.35,45.56,64.88,48.12,31.79,12177.3,1286.57,1362.229,17418.13,16475.81,68.98,37901.19,1.143,8.005,118.28
04/12/2006,0,45.9,45.23,45.98,45.22,2250862,-0.67,-0.85,44.3718,47.1432,46.63,46.971,47.0943,46.477,46.04,47.0022,47.21,46.0916,12.221,13.455,45.72,64.12,47.36,31.455,12167.7,1288.12,1360.132,17162.55,16310.76,68.62,38427.41,1.1469,8.012,118.57
4/13/2006,0,45.23,45.65,45.7,45.03,1790244,0.42,-0.25,44.3928,47.126,46.634,46.866,47.0247,46.256,45.86,46.9963,47.172,46.1187,10.606,13.487,45.73,64.44,47.8,31.84,12248.59,1289.12,1332.33,17199.15,16429.45,69.32,38082.13,1.1511,8.0185,118.56
4/14/2006,0,45.23,45.65,45.7,45.03,1790244,0.42,-0.25,44.3928,47.126,46.634,46.866,47.0247,46.256,45.86,46.9963,47.172,46.1187,10.606,13.487,45.73,64.44,47.8,31.84,12248.59,1289.12,1359.538,17233.82,16429.45,69.32,38082.13,1.1518,8.0184,118.69
4/15/2006,0,45.23,45.65,45.7,45.03,1790244,0.42,-0.25,44.3928,47.126,46.634,46.866,47.0247,46.256,45.86,46.9963,47.172,46.1187,10.606,13.487,45.73,64.44,47.8,31.84,12248.59,1289.12,1359.538,17233.82,16429.45,69.32,38082.13,1.1518,8.0184,118.69
4/16/2006,0,45.23,45.65,45.7,45.03,1790244,0.42,-0.25,44.3928,47.126,46.634,46.866,47.0247,46.256,45.86,46.9963,47.172,46.1187,10.606,13.487,45.73,64.44,47.8,31.84,12248.59,1289.12,1359.538,17233.82,16429.45,69.32,38082.13,1.1518,8.0184,118.69
4/17/2006,0,45.65,46.01,46.1,45.65,902191,0.36,0.78,44.4149,47.1084,46.6352,46.8075,46.9833,46.175,45.774,46.9965,47.1432,46.1513,12.047,13.171,45.48,64.29,47.84,31.75,12309.02,1285.33,1378.614,17000.36,16429.45,70.4,38462.48,1.1455,8.0205,117.81
4/18/2006,0,46.02,46.06,46.24,46,1885900,0.05,0.41,44.4425,47.0892,46.6333,46.7395,46.9653,46.101,45.77,46.9963,47.1147,46.1854,11.89,13.167,45.96,64.6,48.06,31.795,12446.79,1307.65,1385.114,17232.86,16637.53,71.35,39572.47,1.1405,8.024,117.13
4/19/2006,0,46.1,45.93,46.38,45.78,1763946,-0.13,-0.08,44.4699,47.0654,46.6216,46.6495,46.944,46.041,45.776,46.992,47.0902,46.2175,11.869,13.16,46.05,64.15,47.9,31.9,12487.32,1309.93,1396.702,17350.12,16830.44,72.17,39937.74,1.1356,8.0135,117.27
4/20/2006,0,45.93,46.05,46.32,45.82,2499121,0.12,-0.01,44.4967,47.0536,46.6121,46.577,46.926,45.99,45.94,46.985,47.0542,46.2484,12.065,13.162,46.28,63.6,47.75,31.565,12313.66,1311.46,1385.9,17317.53,16944.34,71.95,39774.59,1.1391,8.0115,117.55
4/21/2006,0,46.3,46.16,46.4,46.03,1594023,0.11,0.23,44.5238,47.0384,46.6028,46.5295,46.891,45.951,46.042,46.977,47.012,46.2748,12.185,13.13,46.87,63.78,47.61,31.8,12437.22,1311.28,1416.793,17403.96,16912.15,75.17,39774.59,1.1375,8.017,116.59
4/22/2006,0,46.3,46.16,46.4,46.03,1594023,0.11,0.23,44.5238,47.0384,46.6028,46.5295,46.891,45.951,46.042,46.977,47.012,46.2748,12.185,13.13,46.87,63.78,47.61,31.8,12437.22,1311.28,1416.793,17403.96,16912.15,75.17,39774.59,1.1375,8.017,116.59
4/23/2006,0,46.3,46.16,46.4,46.03,1594023,0.11,0.23,44.5238,47.0384,46.6028,46.5295,46.891,45.951,46.042,46.977,47.012,46.2748,12.185,13.13,46.87,63.78,47.61,31.8,12437.22,1311.28,1416.793,17403.96,16912.15,75.17,39774.59,1.1375,8.017,116.59
4/24/2006,0,46.25,46.13,46.25,45.95,1032331,-0.03,0.08,44.549,47.0226,46.6034,46.466,46.8397,45.92,46.066,46.9692,46.9665,46.2983,11.411,13.114,47.07,63.66,47.12,31.39,12342.23,1308.11,1409.786,16914.4,16705.67,73.33,39751.3,1.1375,8.015,114.65
4/25/2006,0,46.22,46.39,46.53,46.15,2236947,0.26,0.23,44.5741,47.012,46.6207,46.4155,46.7943,45.951,46.132,46.9692,46.9115,46.3238,11.466,13.127,47.09,63.93,46.96,31.5,12329.79,1301.74,1399.767,16970.29,16577.77,72.88,39738.07,1.1314,8.014,114.82
4/26/2006,0,46.53,46.62,46.95,46.39,2339054,0.23,0.49,44.6001,47.01,46.6369,46.376,46.7447,46.023,46.27,46.9753,46.8845,46.3519,6.335,13.105,47.71,64.81,48.22,31.585,12321.73,1305.41,1417.477,17055.93,16672.66,71.93,40410.06,1.128,8.0183,114.73
4/27/2006,0,46.62,46.81,46.97,46.42,1360353,0.19,0.42,44.6286,47.0042,46.6525,46.329,46.7077,46.181,46.422,46.9828,46.866,46.3795,5.3,13.111,49.04,65.29,48.43,31.695,12187.69,1309.72,1416.732,17114.54,16742.85,70.97,39751.44,1.1228,8.0161,114.11
4/28/2006,0,46.77,46.52,46.9,46.46,2024329,-0.29,-0.1,44.6556,46.9912,46.6624,46.262,46.6667,46.268,46.494,46.983,46.8355,46.403,6.24,13.131,49.92,64.67,47.84,31.225,12204.17,1310.61,1440.223,16906.23,16661.3,71.88,40363.42,1.117,8.014,113.83
4/29/2006,0,46.77,46.52,46.9,46.46,2024329,-0.29,-0.1,44.6556,46.9912,46.6624,46.262,46.6667,46.268,46.494,46.983,46.8355,46.403,6.24,13.131,49.92,64.67,47.84,31.225,12204.17,1310.61,1440.223,16906.23,16661.3,71.88,40363.42,1.117,8.014,113.83
4/30/2006,0,46.77,46.52,46.9,46.46,2024329,-0.29,-0.1,44.6556,46.9912,46.6624,46.262,46.6667,46.268,46.494,46.983,46.8355,46.403,6.24,13.131,49.92,64.67,47.84,31.225,12204.17,1310.61,1440.223,16906.23,16661.3,71.88,40363.42,1.117,8.014,113.83
05/01/2006,0,46.63,46.26,46.68,46.05,915342,-0.26,-0.55,44.6816,46.9732,46.6635,46.234,46.636,46.293,46.52,46.9725,46.8107,46.4269,7.244,13.119,49.18,64.13,47.4,31.35,12234.56,1305.19,1440.223,16925.71,16661.3,73.7,40363.42,1.1135,8.014,113.36
05/02/2006,0,46.05,46.02,46.16,45.93,1445290,-0.24,-0.5,44.708,46.9496,46.6586,46.195,46.5893,46.289,46.446,46.9558,46.7962,46.4448,7.695,13.094,49.46,63.84,47.17,31.15,12274.46,1313.21,1440.223,17153.77,16868.04,74.61,41016.58,1.1063,8.014,113.35
05/03/2006,0,46.23,45.65,46.23,45.25,1853811,-0.37,-0.61,44.7305,46.9244,46.6551,46.151,46.52,46.261,46.252,46.9313,46.7732,46.46,8.693,13.122,49.3,62.64,46.7,31.27,12196.15,1307.85,1440.223,17153.77,17026.98,72.28,40919.76,1.1086,8.014,113.59
05/04/2006,0,45.47,45.07,45.48,45.07,1208182,-0.58,-0.95,44.7491,46.876,46.6468,46.0765,46.439,46.163,45.904,46.9052,46.7352,46.4673,10.439,13.189,49.94,61.76,46.35,31.01,12125.87,1312.25,1440.223,17153.77,17013.93,69.94,40975.78,1.1072,8.014,113.66
05/05/2006,0,45.1,45.8,45.84,45.1,1755751,0.73,0.15,44.7699,46.835,46.6483,46.039,46.3953,46.127,45.76,46.8865,46.7,46.4804,14.543,13.285,50.47,62.79,47.6,31.705,12270.11,1325.76,1440.223,17153.77,17013.93,70.19,41417.27,1.1053,8.014,112.58
05/06/2006,0,45.1,45.8,45.84,45.1,1755751,0.73,0.15,44.7699,46.835,46.6483,46.039,46.3953,46.127,45.76,46.8865,46.7,46.4804,14.543,13.285,50.47,62.79,47.6,31.705,12270.11,1325.76,1440.223,17153.77,17013.93,70.19,41417.27,1.1053,8.014,112.58
05/07/2006,0,45.1,45.8,45.84,45.1,1755751,0.73,0.15,44.7699,46.835,46.6483,46.039,46.3953,46.127,45.76,46.8865,46.7,46.4804,14.543,13.285,50.47,62.79,47.6,31.705,12270.11,1325.76,1440.223,17153.77,17013.93,70.19,41417.27,1.1053,8.014,112.58
05/08/2006,0,45.8,45.42,46,45.08,2084844,-0.38,0.35,44.7873,46.7844,46.6495,45.988,46.3293,46.056,45.592,46.8615,46.6437,46.4933,14.475,13.309,50.11,62.41,47.05,31.45,12294.2,1324.66,1497.104,17291.67,17301.79,69.77,41515.49,1.1118,8.007,111.64
05/09/2006,1,45.3,44.7,45.36,44.57,2298996,-0.72,-1.1,44.7998,46.7066,46.6455,45.919,46.2393,45.887,45.328,46.8245,46.5675,46.4973,15.389,13.436,50.19,62.24,46.58,30.9,12328.21,1325.14,1531.161,17190.91,17133.99,70.69,41979.29,1.0995,8.0044,111.04
05/10/2006,1,44.7,44.75,45.13,44.4,1624916,0.05,-0.67,44.8131,46.6476,46.6441,45.8615,46.1507,45.7,45.148,46.7917,46.4835,46.4973,14.919,13.433,50.17,62.23,46.63,30.97,12316.31,1322.85,1545.687,16951.93,17080.59,72.13,41751.5,1.1003,8.0037,110.5
05/11/2006,1,44.79,43.55,44.84,43.37,2201132,-1.2,-1.15,44.8209,46.5676,46.6221,45.7775,46.0107,45.374,44.844,46.7325,46.3742,46.4879,19.134,13.761,49.69,61.05,45.48,30.185,12165.43,1305.92,1537.377,16862.14,17140.78,73.32,40847.07,1.103,8.0038,110.72
05/12/2006,1,43.55,43.8,44.23,42.25,2499242,0.25,-0.95,44.828,46.4888,46.601,45.685,45.8753,45.102,44.444,46.6763,46.2755,46.4758,20.394,13.769,49.2,61.86,46.04,31.08,12038.07,1291.24,1602.832,16601.78,16901.85,72.04,40211.97,1.1096,8.0061,110.03
5/13/2006,1,43.55,43.8,44.23,42.25,2499242,0.25,-0.95,44.828,46.4888,46.601,45.685,45.8753,45.102,44.444,46.6763,46.2755,46.4758,20.394,13.769,49.2,61.86,46.04,31.08,12038.07,1291.24,1602.832,16601.78,16901.85,72.04,40211.97,1.1096,8.0061,110.03
5/14/2006,1,43.55,43.8,44.23,42.25,2499242,0.25,-0.95,44.828,46.4888,46.601,45.685,45.8753,45.102,44.444,46.6763,46.2755,46.4758,20.394,13.769,49.2,61.86,46.04,31.08,12038.07,1291.24,1602.832,16601.78,16901.85,72.04,40211.97,1.1096,8.0061,110.03
5/15/2006,1,43.75,44.3,44.48,43.5,1422336,0.5,0.75,44.8384,46.4298,46.5815,45.5995,45.7913,44.906,44.22,46.6287,46.2035,46.4626,22.459,13.765,49.55,62.17,47.28,31.23,11831.73,1294.5,1664.088,16486.91,16494.84,69.41,39271.45,1.1129,8.003,110.49
5/16/2006,1,44.3,43.64,44.61,43.42,1956011,-0.66,-0.16,44.8479,46.3706,46.5501,45.4785,45.686,44.668,44.008,46.5693,46.109,46.4408,23.144,13.747,49.64,62.63,47.45,31.4,11829.42,1292.08,1613.251,16158.42,16393.11,69.53,39416.44,1.1067,8.003,109.75
